Hamilton,9,38,40,42,33,37,35,990000,4950000,,,,,
Hamilton,10,40,42,44,35,38,37,1100000,6050000,,,,,
Hamilton,11,42,44,46,37,40,38,1210000,7260000,,,,,
Zhou,1,19,13,17,15,11,10,8000,8000,2,0,7,2,9
Zhou,2,21,16,20,18,14,12,16000,24000,,,,,
Zhou,3,24,18,22,20,17,15,24000,48000,,,,,
Zhou,4,27,21,25,23,19,17,32000,80000,,,,,
Zhou,5,29,24,27,25,22,20,40000,120000,,,,,
Zhou,6,32,26,30,28,24,22,48000,168000,,,,,
Zhou,7,34,29,32,31,27,25,56000,224000,,,,,
Zhou,8,37,31,35,33,30,28,64000,288000,,,,,
Zhou,9,40,34,38,36,32,30,64000,288000,,,,,
Zhou,10,40,34,38,36,32,30,64000,288000,,,,,
Zhou,11,40,34,38,36,32,30,64000,288000,,,,,
Magnussen,1,18,21,12,20,16,14,28000,28000,2,0,8,1,9
Magnussen,2,20,24,15,22,18,17,56000,84000,,,,,
Magnussen,3,23,27,17,25,21,19,84000,168000,,,,,
Magnussen,4,25,29,20,27,24,22,112000,280000,,,,,
Magnussen,5,28,32,22,30,26,24,140000,420000,,,,,
Magnussen,6,31,34,25,32,29,27,168000,588000,,,,,
Magnussen,7,33,37,28,35,31,30,196000,784000,,,,,
Magnussen,8,36,40,30,38,34,32,224000,1008000,,,,,
Magnussen,9,38,42,33,40,37,35,224000,1008000,,,,,
Magnussen,10,38,42,33,40,37,35,224000,1008000,,,,,
Magnussen,11,38,42,33,40,37,35,224000,1008000,,,,,
Latifi,1,20,22,25,24,27,29,520000,520000,2,0,9,2,9
Latifi,2,22,24,28,26,30,32,1040000,1560000,,,,,
Latifi,3,25,27,31,29,32,34,1560000,3120000,,,,,
Latifi,4,28,30,33,31,35,37,2080000,5200000,,,,,
Latifi,5,30,32,36,34,38,40,2600000,7800000,,,,,
Latifi,6,33,35,38,37,40,42,3120000,10920000,,,,,
Latifi,7,35,37,41,39,43,45,3640000,14560000,,,,,
Latifi,8,38,40,44,42,45,47,4160000,18720000,,,,,
Latifi,9,41,42,46,44,48,50,4160000,18720000,,,,,
Latifi,10,41,42,46,44,48,50,4160000,18720000,,,,,
Latifi,11,41,42,46,44,48,50,4160000,18720000,,,,,
Schumacher,1,22,20,28,30,26,24,520000,520000,2,0,10,1,9
Schumacher,2,25,23,30,32,28,27,1040000,1560000,,,,,
Schumacher,3,27,25,33,35,31,29,1560000,3120000,,,,,
Schumacher,4,30,28,35,37,34,32,2080000,5200000,,,,,
Schumacher,5,32,31,38,40,36,34,2600000,7800000,,,,,
Schumacher,6,35,33,41,42,39,37,3120000,10920000,,,,,
Schumacher,7,38,36,43,45,41,40,3640000,14560000,,,,,
Schumacher,8,40,38,46,48,44,42,4160000,18720000,,,,,
Schumacher,9,43,41,48,50,47,45,4160000,18720000,,,,,
Schumacher,10,43,41,48,50,47,45,4160000,18720000,,,,,
Schumacher,11,43,41,48,50,47,45,4160000,18720000,,,,,
Albon,1,11,14,7,9,16,12,2000,2000,2,0,11,2,9
Albon,2,13,17,10,11,19,15,4000,6000,,,,,
Albon,3,16,20,12,14,21,18,6000,12000,,,,,
Albon,4,18,22,15,17,24,20,8000,20000,,,,,
Albon,5,21,25,17,19,27,23,10000,30000,,,,,
Albon,6,24,27,20,22,29,25,12000,42000,,,,,
Albon,7,26,30,22,24,32,28,14000,56000,,,,,
Albon,8,29,32,25,27,34,31,16000,72000,,,,,
Albon,9,31,35,28,30,37,33,16000,72000,,,,,
Albon,10,31,35,28,30,37,33,16000,72000,,,,,
Albon,11,31,35,28,30,37,33,16000,72000,,,,,
Tsunoda,1,28,24,30,26,22,21,520000,520000,2,0,7,1,9
Tsunoda,2,31,27,32,29,25,23,1040000,1560000,,,,,
Tsunoda,3,33,30,35,31,28,26,1560000,3120000,,,,,
Tsunoda,4,36,32,38,34,30,28,2080000,5200000,,,,,
Tsunoda,5,38,35,40,37,33,31,2600000,7800000,,,,,
Tsunoda,6,41,37,43,39,35,34,3120000,10920000,,,,,
Tsunoda,7,44,40,45,42,38,36,3640000,14560000,,,,,
Tsunoda,8,46,42,48,44,41,39,4160000,18720000,,,,,
Tsunoda,9,49,45,51,47,43,41,4160000,18720000,,,,,
Tsunoda,10,49,45,51,47,43,41,4160000,18720000,,,,,
Tsunoda,11,49,45,51,47,43,41,4160000,18720000,,,,,
Stroll,1,32,28,26,24,22,30,1180000,1180000,2,0,8,1,9
Stroll,2,34,31,29,27,25,32,2360000,3540000,,,,,
Stroll,3,37,33,31,30,28,35,3540000,7080000,,,,,
Stroll,4,40,36,34,32,30,38,4720000,11800000,,,,,
Stroll,5,42,38,37,35,33,40,5900000,17700000,,,,,
Stroll,6,45,41,39,37,35,43,7080000,24780000,,,,,
Stroll,7,47,44,42,40,38,45,8260000,33040000,,,,,
Stroll,8,50,46,44,42,41,48,9440000,42480000,,,,,
Stroll,9,52,49,47,45,43,51,9440000,42480000,,,,,
Stroll,10,52,49,47,45,43,51,9440000,42480000,,,,,
Stroll,11,52,49,47,45,43,51,9440000,42480000,,,,,
Bottas,1,28,32,23,27,30,25,1180000,1180000,2,0,9,2,9
Bottas,2,31,35,25,29,33,27,2360000,3540000,,,,,
Bottas,3,34,37,28,32,35,30,3540000,7080000,,,,,
Bottas,4,36,40,31,34,38,32,4720000,11800000,,,,,
Bottas,5,39,42,33,37,41,35,5900000,17700000,,,,,
Bottas,6,41,45,36,40,43,38,7080000,24780000,,,,,
Bottas,7,44,48,38,42,46,40,8260000,33040000,,,,,
Bottas,8,47,50,41,45,48,43,9440000,42480000,,,,,
Bottas,9,49,53,44,47,51,45,9440000,42480000,,,,,
Bottas,10,49,53,44,47,51,45,9440000,42480000,,,,,
Bottas,11,49,53,44,47,51,45,9440000,42480000,,,,,
Ocon,1,23,31,25,32,29,27,1180000,1180000,2,0,10,1,9
Ocon,2,26,33,28,35,31,30,2360000,3540000,,,,,
Ocon,3,28,36,30,38,34,32,3540000,7080000,,,,,
Ocon,4,31,38,33,40,37,35,4720000,11800000,,,,,
Ocon,5,34,41,35,43,39,37,5900000,17700000,,,,,
Ocon,6,36,44,38,45,42,40,7080000,24780000,,,,,
Ocon,7,39,46,41,48,44,42,8260000,33040000,,,,,
Ocon,8,41,49,43,51,47,45,9440000,42480000,,,,,
Ocon,9,44,51,46,53,50,48,9440000,42480000,,,,,
Ocon,10,44,51,46,53,50,48,9440000,42480000,,,,,
Ocon,11,44,51,46,53,50,48,9440000,42480000,,,,,
Vettel,1,31,27,29,25,24,33,1180000,1180000,2,0,11,2,9
Vettel,2,34,30,32,28,26,35,2360000,3540000,,,,,
Vettel,3,36,32,34,31,29,38,3540000,7080000,,,,,
Vettel,4,39,35,37,33,31,41,4720000,11800000,,,,,
Vettel,5,41,38,40,36,34,43,5900000,17700000,,,,,
Vettel,6,44,40,42,38,37,46,7080000,24780000,,,,,
Vettel,7,47,43,45,41,39,48,8260000,33040000,,,,,
Vettel,8,49,45,47,44,42,51,9440000,42480000,,,,,
Vettel,9,52,48,50,46,44,54,9440000,42480000,,,,,
Vettel,10,52,48,50,46,44,54,9440000,42480000,,,,,
Vettel,11,52,48,50,46,44,54,9440000,42480000,,,,,
Ricciardo,1,27,25,29,32,34,31,2500000,2500000,2,0,7,1,9
Ricciardo,2,30,28,31,35,37,33,5000000,7500000,,,,,
Ricciardo,3,32,30,34,38,40,36,7500000,15000000,,,,,
Ricciardo,4,35,33,37,40,42,38,10000000,25000000,,,,,
Ricciardo,5,37,35,39,43,45,41,12500000,37500000,,,,,
Ricciardo,6,40,38,42,45,47,44,15000000,52500000,,,,,
Ricciardo,7,42,41,44,48,50,46,17500000,70000000,,,,,
Ricciardo,8,45,43,47,51,52,49,20000000,90000000,,,,,
Ricciardo,9,48,46,50,53,55,51,20000000,90000000,,,,,
Ricciardo,10,48,46,50,53,55,51,20000000,90000000,,,,,
Ricciardo,11,48,46,50,53,55,51,20000000,90000000,,,,,
Perez,1,29,27,35,25,31,33,2500000,2500000,2,0,8,2,9
Perez,2,32,30,37,28,34,35,5000000,7500000,,,,,
Perez,3,34,32,40,31,36,38,7500000,15000000,,,,,
Perez,4,37,35,42,33,39,41,10000000,25000000,,,,,
Perez,5,40,38,45,36,41,43,12500000,37500000,,,,,
Perez,6,42,40,48,38,44,46,15000000,52500000,,,,,
Perez,7,45,43,50,41,47,48,17500000,70000000,,,,,
Perez,8,47,45,53,44,49,51,20000000,90000000,,,,,
Perez,9,50,48,55,46,52,54,20000000,90000000,,,,,
Perez,10,50,48,55,46,52,54,20000000,90000000,,,,,
Perez,11,50,48,55,46,52,54,20000000,90000000,,,,,
Alonso,1,35,31,30,33,26,28,2500000,2500000,2,0,9,1,9
Alonso,2,38,34,32,36,28,30,5000000,7500000,,,,,
Alonso,3,40,37,35,38,31,33,7500000,15000000,,,,,
Alonso,4,43,39,37,41,34,35,10000000,25000000,,,,,
Alonso,5,45,42,40,44,36,38,12500000,37500000,,,,,
Alonso,6,48,44,42,46,39,41,15000000,52500000,,,,,
Alonso,7,51,47,45,49,41,43,17500000,70000000,,,,,
Alonso,8,53,50,48,51,44,46,20000000,90000000,,,,,
Alonso,9,56,52,50,54,47,48,20000000,90000000,,,,,
Alonso,10,56,52,50,54,47,48,20000000,90000000,,,,,
Alonso,11,56,52,50,54,47,48,20000000,90000000,,,,,
Gasly,1,32,35,28,30,34,26,2500000,2500000,2,0,10,2,9
Gasly,2,34,38,31,32,36,29,5000000,7500000,,,,,
Gasly,3,37,41,33,35,39,31,7500000,15000000,,,,,
Gasly,4,40,43,36,38,41,34,10000000,25000000,,,,,
Gasly,5,42,46,38,40,44,37,12500000,37500000,,,,,
Gasly,6,45,48,41,43,47,39,15000000,52500000,,,,,
Gasly,7,47,51,44,45,49,42,17500000,70000000,,,,,
Gasly,8,50,54,46,48,52,44,20000000,90000000,,,,,
Gasly,9,52,56,49,51,54,47,20000000,90000000,,,,,
Gasly,10,52,56,49,51,54,47,20000000,90000000,,,,,
Gasly,11,52,56,49,51,54,47,20000000,90000000,,,,,
Sainz,1,28,35,33,31,30,37,5000000,5000000,2,0,11,1,9
Sainz,2,30,38,36,34,32,40,10000000,15000000,,,,,
Sainz,3,33,40,38,37,35,42,15000000,30000000,,,,,
Sainz,4,35,43,41,39,37,45,20000000,50000000,,,,,
Sainz,5,38,45,44,42,40,47,25000000,75000000,,,,,
Sainz,6,41,48,46,44,42,50,30000000,105000000,,,,,
Sainz,7,43,51,49,47,45,52,35000000,140000000,,,,,
Sainz,8,46,53,51,50,48,55,40000000,180000000,,,,,
Sainz,9,48,56,54,52,50,58,40000000,180000000,,,,,
Sainz,10,48,56,54,52,50,58,40000000,180000000,,,,,
Sainz,11,48,56,54,52,50,58,40000000,180000000,,,,,
Leclerc,1,30,28,35,34,37,32,5000000,5000000,2,0,7,1,9
Leclerc,2,32,31,38,36,40,34,10000000,15000000,,,,,
Leclerc,3,35,33,41,39,42,37,15000000,30000000,,,,,
Leclerc,4,38,36,43,41,45,40,20000000,50000000,,,,,
Leclerc,5,40,38,46,44,48,42,25000000,75000000,,,,,
Leclerc,6,43,41,48,47,50,45,30000000,105000000,,,,,
Leclerc,7,45,44,51,49,53,47,35000000,140000000,,,,,
Leclerc,8,48,46,54,52,55,50,40000000,180000000,,,,,
Leclerc,9,51,49,56,54,58,52,40000000,180000000,,,,,
Leclerc,10,51,49,56,54,58,52,40000000,180000000,,,,,
Leclerc,11,51,49,56,54,58,52,40000000,180000000,,,,,
Russell,1,36,38,30,28,32,34,5000000,5000000,2,0,8,2,9
Russell,2,38,40,33,31,35,37,10000000,15000000,,,,,
Russell,3,41,43,35,34,37,39,15000000,30000000,,,,,
Russell,4,44,45,38,36,40,42,20000000,50000000,,,,,
Russell,5,46,48,41,39,42,44,25000000,75000000,,,,,
Russell,6,49,51,43,41,45,47,30000000,105000000,,,,,
Russell,7,51,53,46,44,48,50,35000000,140000000,,,,,
Russell,8,54,56,48,47,50,52,40000000,180000000,,,,,
Russell,9,57,58,51,49,53,55,40000000,180000000,,,,,
Russell,10,57,58,51,49,53,55,40000000,180000000,,,,,
Russell,11,57,58,51,49,53,55,40000000,180000000,,,,,
Norris,1,34,32,30,40,36,38,10000000,10000000,2,0,9,2,9
Norris,2,37,35,33,42,38,40,20000000,30000000,,,,,
Norris,3,39,37,35,45,41,43,30000000,60000000,,,,,
Norris,4,42,40,38,47,44,45,40000000,100000000,,,,,
Norris,5,44,42,41,50,46,48,50000000,150000000,,,,,
Norris,6,47,45,43,52,49,51,60000000,210000000,,,,,
Norris,7,50,48,46,55,51,53,70000000,280000000,,,,,
Norris,8,52,50,48,58,54,56,80000000,360000000,,,,,
Norris,9,55,53,51,60,57,58,80000000,360000000,,,,,
Norris,10,55,53,51,60,57,58,80000000,360000000,,,,,
Norris,11,55,53,51,60,57,58,80000000,360000000,,,,,
Verstappen,1,40,36,34,32,38,31,10000000,10000000,2,0,10,1,9
Verstappen,2,42,39,37,35,41,33,20000000,30000000,,,,,
Verstappen,3,45,41,40,38,43,36,30000000,60000000,,,,,
Verstappen,4,48,44,42,40,46,38,40000000,100000000,,,,,
Verstappen,5,50,47,45,43,48,41,50000000,150000000,,,,,
Verstappen,6,53,49,47,45,51,44,60000000,210000000,,,,,
Verstappen,7,55,52,50,48,54,46,70000000,280000000,,,,,
Verstappen,8,58,54,52,51,56,49,80000000,360000000,,,,,
Verstappen,9,61,57,55,53,59,51,80000000,360000000,,,,,
Verstappen,10,61,57,55,53,59,51,80000000,360000000,,,,,
Verstappen,11,61,57,55,53,59,51,80000000,360000000,,,,,
Hamilton,1,38,40,42,33,37,35,19000000,19000000,2,0,11,2,9
Hamilton,2,41,43,45,35,39,37,38000000,57000000,,,,,
Hamilton,3,44,45,47,38,42,40,57000000,114000000,,,,,
Hamilton,4,46,48,50,41,44,42,76000000,190000000,,,,,
Hamilton,5,49,51,52,43,47,45,95000000,285000000,,,,,
Hamilton,6,51,53,55,46,50,48,114000000,399000000,,,,,
Hamilton,7,54,56,58,48,52,50,133000000,532000000,,,,,
Hamilton,8,57,58,60,51,55,53,152000000,684000000,,,,,
Hamilton,9,59,61,63,54,57,55,152000000,684000000,,,,,
Hamilton,10,59,61,63,54,57,55,152000000,684000000,,,,,
Hamilton,11,59,61,63,54,57,55,152000000,684000000,,,,,
Zhou,1,29,23,27,25,21,20,120000,120000,3,0,7,1,8
