Ocon,2,27,16,28,21,23,_,240,240,_,_,_,_,_
Ocon,3,30,19,31,24,26,_,480,720,_,_,_,_,_
Ocon,4,34,23,35,28,30,_,900,1620,_,_,_,_,_
Ocon,5,38,27,39,32,34,_,1800,3420,_,_,_,_,_
Ocon,6,42,31,43,36,38,_,3000,6420,_,_,_,_,_
Ocon,7,45,34,46,39,41,_,6000,12420,_,_,_,_,_
Ocon,8,49,38,50,43,45,_,12000,24420,_,_,_,_,_
Ocon,9,53,42,54,47,49,_,30000,54420,_,_,_,_,_
Ocon,10,56,45,57,50,52,_,60000,114420,_,_,_,_,_
Ocon,11,60,49,61,54,56,_,120000,234420,_,_,_,_,_
Gasly,1,18,23,13,15,26,_,0,0,1,0,0,1,11
Gasly,2,22,27,17,19,30,_,240,240,_,_,_,_,_
Gasly,3,25,30,20,22,33,_,480,720,_,_,_,_,_
Gasly,4,29,34,24,26,37,_,900,1620,_,_,_,_,_
Gasly,5,33,38,28,30,41,_,1800,3420,_,_,_,_,_
Gasly,6,37,42,32,34,45,_,3000,6420,_,_,_,_,_
Gasly,7,40,45,35,37,48,_,6000,12420,_,_,_,_,_
Gasly,8,44,49,39,41,52,_,12000,24420,_,_,_,_,_
Gasly,9,48,53,43,45,56,_,30000,54420,_,_,_,_,_
Gasly,10,51,56,46,48,59,_,60000,114420,_,_,_,_,_
Gasly,11,55,60,50,52,63,_,120000,234420,_,_,_,_,_
Stroll,1,25,16,20,27,22,_,0,0,1,0,0,2,11
Stroll,2,29,20,24,31,26,_,260,260,_,_,_,_,_
Stroll,3,33,24,28,35,30,_,520,780,_,_,_,_,_
Stroll,4,36,27,31,38,33,_,975,1755,_,_,_,_,_
Stroll,5,40,31,35,42,37,_,1950,3705,_,_,_,_,_
Stroll,6,44,35,39,46,41,_,3250,6955,_,_,_,_,_
Stroll,7,48,39,43,50,45,_,6500,13455,_,_,_,_,_
Stroll,8,52,43,47,54,49,_,13000,26455,_,_,_,_,_
Stroll,9,55,46,50,57,52,_,32500,58955,_,_,_,_,_
Stroll,10,59,50,54,61,56,_,65000,123955,_,_,_,_,_
Stroll,11,63,54,58,65,60,_,130000,253955,_,_,_,_,_
Perez,1,18,29,22,24,17,_,0,0,1,0,0,1,11
Perez,2,22,33,26,28,21,_,260,260,_,_,_,_,_
Perez,3,26,37,30,32,25,_,520,780,_,_,_,_,_
Perez,4,29,40,33,35,28,_,975,1755,_,_,_,_,_
Perez,5,33,44,37,39,32,_,1950,3705,_,_,_,_,_
Perez,6,37,48,41,43,36,_,3250,6955,_,_,_,_,_
Perez,7,41,52,45,47,40,_,6500,13455,_,_,_,_,_
Perez,8,45,56,49,51,44,_,13000,26455,_,_,_,_,_
Perez,9,48,59,52,54,47,_,32500,58955,_,_,_,_,_
Perez,10,52,63,56,58,51,_,65000,123955,_,_,_,_,_
Perez,11,56,67,60,62,55,_,130000,253955,_,_,_,_,_
Sainz,1,17,18,28,23,24,_,0,0,1,0,0,2,11
Sainz,2,21,22,32,27,28,_,260,260,_,_,_,_,_
Sainz,3,25,26,36,31,32,_,520,780,_,_,_,_,_
Sainz,4,28,29,39,34,35,_,975,1755,_,_,_,_,_
Sainz,5,32,33,43,38,39,_,1950,3705,_,_,_,_,_
Sainz,6,36,37,47,42,43,_,3250,6955,_,_,_,_,_
Sainz,7,40,41,51,46,47,_,6500,13455,_,_,_,_,_
Sainz,8,44,45,55,50,51,_,13000,26455,_,_,_,_,_
Sainz,9,47,48,58,53,54,_,32500,58955,_,_,_,_,_
Sainz,10,51,52,62,57,58,_,65000,123955,_,_,_,_,_
Sainz,11,55,56,66,61,62,_,130000,253955,_,_,_,_,_
Russell,1,28,23,24,16,19,_,0,0,1,0,0,1,11
Russell,2,32,27,28,20,23,_,260,260,_,_,_,_,_
Russell,3,36,31,32,24,27,_,520,780,_,_,_,_,_
Russell,4,39,34,35,27,30,_,975,1755,_,_,_,_,_
Russell,5,43,38,39,31,34,_,1950,3705,_,_,_,_,_
Russell,6,47,42,43,35,38,_,3250,6955,_,_,_,_,_
Russell,7,51,46,47,39,42,_,6500,13455,_,_,_,_,_
Russell,8,55,50,51,43,46,_,13000,26455,_,_,_,_,_
Russell,9,58,53,54,46,49,_,32500,58955,_,_,_,_,_
Russell,10,62,57,58,50,53,_,65000,123955,_,_,_,_,_
Russell,11,66,61,62,54,57,_,130000,253955,_,_,_,_,_
Alonso,1,32,25,22,30,21,_,0,0,1,0,0,1,11
Alonso,2,36,29,26,34,25,_,300,300,_,_,_,_,_
Alonso,3,39,32,29,37,28,_,600,900,_,_,_,_,_
Alonso,4,43,36,33,41,32,_,1125,2025,_,_,_,_,_
Alonso,5,47,40,37,45,36,_,2250,4275,_,_,_,_,_
Alonso,6,51,44,41,49,40,_,3750,8025,_,_,_,_,_
Alonso,7,54,47,44,52,43,_,7500,15525,_,_,_,_,_
Alonso,8,58,51,48,56,47,_,15000,30525,_,_,_,_,_
Alonso,9,62,55,52,60,51,_,37500,68025,_,_,_,_,_
Alonso,10,65,58,55,63,54,_,75000,143025,_,_,_,_,_
Alonso,11,69,62,59,67,58,_,150000,293025,_,_,_,_,_
Norris,1,30,19,24,25,32,_,0,0,1,0,0,2,11
Norris,2,34,23,28,29,36,_,300,300,_,_,_,_,_
Norris,3,37,26,31,32,39,_,600,900,_,_,_,_,_
Norris,4,41,30,35,36,43,_,1125,2025,_,_,_,_,_
Norris,5,45,34,39,40,47,_,2250,4275,_,_,_,_,_
Norris,6,49,38,43,44,51,_,3750,8025,_,_,_,_,_
Norris,7,52,41,46,47,54,_,7500,15525,_,_,_,_,_
Norris,8,56,45,50,51,58,_,15000,30525,_,_,_,_,_
Norris,9,60,49,54,55,62,_,37500,68025,_,_,_,_,_
Norris,10,63,52,57,58,65,_,75000,143025,_,_,_,_,_
Norris,11,67,56,61,62,69,_,150000,293025,_,_,_,_,_
Verstappen,1,30,19,32,22,27,_,0,0,1,0,0,1,11
Verstappen,2,34,23,36,26,31,_,300,300,_,_,_,_,_
Verstappen,3,37,26,39,29,34,_,600,900,_,_,_,_,_
Verstappen,4,41,30,43,33,38,_,1125,2025,_,_,_,_,_
Verstappen,5,45,34,47,37,42,_,2250,4275,_,_,_,_,_
Verstappen,6,49,38,51,41,46,_,3750,8025,_,_,_,_,_
Verstappen,7,52,41,54,44,49,_,7500,15525,_,_,_,_,_
Verstappen,8,56,45,58,48,53,_,15000,30525,_,_,_,_,_
Verstappen,9,60,49,62,52,57,_,37500,68025,_,_,_,_,_
Verstappen,10,63,52,65,55,60,_,75000,143025,_,_,_,_,_
Verstappen,11,67,56,69,59,64,_,150000,293025,_,_,_,_,_
Leclerc,1,26,32,30,20,22,_,0,0,1,0,0,2,11
Leclerc,2,30,36,34,24,26,_,300,300,_,_,_,_,_
Leclerc,3,33,39,37,27,29,_,600,900,_,_,_,_,_
Leclerc,4,37,43,41,31,33,_,1125,2025,_,_,_,_,_
Leclerc,5,41,47,45,35,37,_,2250,4275,_,_,_,_,_
Leclerc,6,45,51,49,39,41,_,3750,8025,_,_,_,_,_
Leclerc,7,48,54,52,42,44,_,7500,15525,_,_,_,_,_
Leclerc,8,52,58,56,46,48,_,15000,30525,_,_,_,_,_
Leclerc,9,56,62,60,50,52,_,37500,68025,_,_,_,_,_
Leclerc,10,59,65,63,53,55,_,75000,143025,_,_,_,_,_
Leclerc,11,63,69,67,57,59,_,150000,293025,_,_,_,_,_
Hamilton,1,19,24,27,32,28,_,0,0,1,0,0,1,11
Hamilton,2,23,28,31,36,32,_,300,300,_,_,_,_,_
Hamilton,3,26,31,34,39,35,_,600,900,_,_,_,_,_
Hamilton,4,30,35,38,43,39,_,1125,2025,_,_,_,_,_
Hamilton,5,34,39,42,47,43,_,2250,4275,_,_,_,_,_
Hamilton,6,38,43,46,51,47,_,3750,8025,_,_,_,_,_
Hamilton,7,41,46,49,54,50,_,7500,15525,_,_,_,_,_
Hamilton,8,45,50,53,58,54,_,15000,30525,_,_,_,_,_
Hamilton,9,49,54,57,62,58,_,37500,68025,_,_,_,_,_
Hamilton,10,52,57,60,65,61,_,75000,143025,_,_,_,_,_
Hamilton,11,56,61,64,69,65,_,150000,293025,_,_,_,_,_
Sargeant,1,27,28,33,35,37,_,0,0,2,0,0,2,9
Sargeant,2,32,33,38,40,42,_,1275,1275,_,_,_,_,_
Sargeant,3,36,37,42,44,46,_,2550,3825,_,_,_,_,_
Sargeant,4,41,42,47,49,51,_,4250,8075,_,_,_,_,_
Sargeant,5,46,47,52,54,56,_,8500,16575,_,_,_,_,_
Sargeant,6,50,51,56,58,60,_,17000,33575,_,_,_,_,_
Sargeant,7,55,56,61,63,65,_,42500,76075,_,_,_,_,_
Sargeant,8,59,60,65,67,69,_,85000,161075,_,_,_,_,_
Sargeant,9,64,65,70,72,74,_,170000,331075,_,_,_,_,_
Sargeant,10,64,65,70,72,74,_,170000,499800,_,_,_,_,_
Sargeant,11,64,65,70,72,74,_,170000,667250,_,_,_,_,_
Piastri,1,16,20,22,27,15,_,0,0,2,0,0,1,9
Piastri,2,21,25,27,32,20,_,900,900,_,_,_,_,_
Piastri,3,26,30,32,37,25,_,1800,2700,_,_,_,_,_
Piastri,4,30,34,36,41,29,_,3000,5700,_,_,_,_,_
Piastri,5,35,39,41,46,34,_,6000,11700,_,_,_,_,_
Piastri,6,40,44,46,51,39,_,12000,23700,_,_,_,_,_
Piastri,7,45,49,51,56,44,_,30000,53700,_,_,_,_,_
Piastri,8,49,53,55,60,48,_,60000,113700,_,_,_,_,_
Piastri,9,54,58,60,65,53,_,120000,233700,_,_,_,_,_
Piastri,10,54,58,60,65,53,_,120000,352800,_,_,_,_,_
Piastri,11,54,58,60,65,53,_,120000,471000,_,_,_,_,_
Hulkenberg,1,31,36,39,26,28,_,0,0,2,0,0,2,9
Hulkenberg,2,36,41,44,31,33,_,1275,1275,_,_,_,_,_
Hulkenberg,3,40,45,48,35,37,_,2550,3825,_,_,_,_,_
Hulkenberg,4,45,50,53,40,42,_,4250,8075,_,_,_,_,_
Hulkenberg,5,50,55,58,45,47,_,8500,16575,_,_,_,_,_
Hulkenberg,6,54,59,62,49,51,_,17000,33575,_,_,_,_,_
Hulkenberg,7,59,64,67,54,56,_,42500,76075,_,_,_,_,_
Hulkenberg,8,63,68,71,58,60,_,85000,161075,_,_,_,_,_
Hulkenberg,9,68,73,76,63,65,_,170000,331075,_,_,_,_,_
Hulkenberg,10,68,73,76,63,65,_,170000,499800,_,_,_,_,_
Hulkenberg,11,68,73,76,63,65,_,170000,667250,_,_,_,_,_
de Vries,1,17,19,6,11,12,_,0,0,2,0,0,1,9
de Vries,2,22,24,11,16,17,_,750,750,_,_,_,_,_
de Vries,3,26,28,15,20,21,_,1500,2250,_,_,_,_,_
de Vries,4,31,33,20,25,26,_,2500,4750,_,_,_,_,_
de Vries,5,36,38,25,30,31,_,5000,9750,_,_,_,_,_
de Vries,6,40,42,29,34,35,_,10000,19750,_,_,_,_,_
de Vries,7,45,47,34,39,40,_,25000,44750,_,_,_,_,_
de Vries,8,49,51,38,43,44,_,50000,94750,_,_,_,_,_
de Vries,9,54,56,43,48,49,_,100000,194750,_,_,_,_,_
de Vries,10,54,56,43,48,49,_,100000,294000,_,_,_,_,_
de Vries,11,54,56,43,48,49,_,100000,392500,_,_,_,_,_
Albon,1,38,27,29,31,35,_,0,0,2,0,0,2,9
Albon,2,43,32,34,36,40,_,1275,1275,_,_,_,_,_
Albon,3,47,36,38,40,44,_,2550,3825,_,_,_,_,_
Albon,4,52,41,43,45,49,_,4250,8075,_,_,_,_,_
Albon,5,57,46,48,50,54,_,8500,16575,_,_,_,_,_
Albon,6,62,50,52,54,58,_,17000,33575,_,_,_,_,_
Albon,7,66,55,57,59,63,_,42500,76075,_,_,_,_,_
Albon,8,70,59,61,63,67,_,85000,161075,_,_,_,_,_
Albon,9,75,64,66,68,72,_,170000,331075,_,_,_,_,_
Albon,10,75,64,66,68,72,_,170000,499800,_,_,_,_,_
Albon,11,75,64,66,68,72,_,170000,667250,_,_,_,_,_
Tsunoda,1,34,37,29,42,33,_,0,0,2,0,0,1,9
Tsunoda,2,39,42,34,47,38,_,1425,1425,_,_,_,_,_
Tsunoda,3,44,46,39,52,43,_,2850,4275,_,_,_,_,_
Tsunoda,4,48,51,43,56,47,_,4750,9025,_,_,_,_,_
Tsunoda,5,53,56,48,61,52,_,9500,18525,_,_,_,_,_
Tsunoda,6,58,60,53,66,57,_,19000,37525,_,_,_,_,_
Tsunoda,7,63,65,58,71,62,_,47500,85025,_,_,_,_,_
Tsunoda,8,67,70,62,75,66,_,95000,180025,_,_,_,_,_
Tsunoda,9,72,75,67,80,71,_,190000,370025,_,_,_,_,_
Tsunoda,10,72,75,67,80,71,_,190000,558600,_,_,_,_,_
Tsunoda,11,72,75,67,80,71,_,190000,745750,_,_,_,_,_
Zhou,1,29,32,36,26,37,_,0,0,2,0,0,1,9
Zhou,2,34,37,41,31,42,_,1275,1275,_,_,_,_,_
Zhou,3,38,41,45,35,46,_,2550,3825,_,_,_,_,_
Zhou,4,43,46,50,40,51,_,4250,8075,_,_,_,_,_
Zhou,5,48,51,55,45,56,_,8500,16575,_,_,_,_,_
Zhou,6,52,55,59,49,60,_,17000,33575,_,_,_,_,_
Zhou,7,57,60,64,54,65,_,42500,76075,_,_,_,_,_
Zhou,8,61,64,68,58,69,_,85000,161075,_,_,_,_,_
Zhou,9,66,69,73,63,74,_,170000,331075,_,_,_,_,_
Zhou,10,66,69,73,63,74,_,170000,499800,_,_,_,_,_
Zhou,11,66,69,73,63,74,_,170000,667250,_,_,_,_,_
Bottas,1,42,32,35,37,29,_,0,0,2,0,0,2,9
Bottas,2,47,37,40,42,34,_,1425,1425,_,_,_,_,_
Bottas,3,52,42,45,47,39,_,2850,4275,_,_,_,_,_
Bottas,4,56,46,49,51,43,_,4750,9025,_,_,_,_,_
Bottas,5,61,51,54,56,48,_,9500,18525,_,_,_,_,_
Bottas,6,66,56,59,61,53,_,19000,37525,_,_,_,_,_
Bottas,7,71,61,64,66,58,_,47500,85025,_,_,_,_,_
Bottas,8,75,65,68,70,62,_,95000,180025,_,_,_,_,_
Bottas,9,80,70,73,75,67,_,190000,370025,_,_,_,_,_
Bottas,10,80,70,73,75,67,_,190000,558600,_,_,_,_,_
Bottas,11,80,70,73,75,67,_,190000,745750,_,_,_,_,_
Magnussen,1,28,42,32,36,37,_,0,0,2,0,0,1,9
Magnussen,2,33,47,37,41,42,_,1425,1425,_,_,_,_,_
Magnussen,3,38,52,42,46,47,_,2850,4275,_,_,_,_,_
Magnussen,4,42,56,46,50,51,_,4750,9025,_,_,_,_,_
Magnussen,5,47,61,51,55,56,_,9500,18525,_,_,_,_,_
Magnussen,6,52,66,56,60,61,_,19000,37525,_,_,_,_,_
Magnussen,7,57,71,61,65,66,_,47500,85025,_,_,_,_,_
Magnussen,8,61,75,65,69,70,_,95000,180025,_,_,_,_,_
Magnussen,9,66,80,70,74,75,_,190000,370025,_,_,_,_,_
Magnussen,10,66,80,70,74,75,_,190000,558600,_,_,_,_,_
Magnussen,11,66,80,70,74,75,_,190000,745750,_,_,_,_,_
Ocon,1,39,28,40,33,35,_,0,0,2,0,0,2,9
Ocon,2,44,33,45,38,40,_,1425,1425,_,_,_,_,_
Ocon,3,49,38,50,43,45,_,2850,4275,_,_,_,_,_
Ocon,4,53,42,54,47,49,_,4750,9025,_,_,_,_,_
Ocon,5,58,47,59,52,54,_,9500,18525,_,_,_,_,_
Ocon,6,63,52,64,57,59,_,19000,37525,_,_,_,_,_
Ocon,7,68,57,69,62,64,_,47500,85025,_,_,_,_,_
Ocon,8,72,61,73,66,68,_,95000,180025,_,_,_,_,_
Ocon,9,77,66,78,71,73,_,190000,370025,_,_,_,_,_
Ocon,10,77,66,78,71,73,_,190000,558600,_,_,_,_,_
Ocon,11,77,66,78,71,73,_,190000,745750,_,_,_,_,_
Gasly,1,34,39,29,31,42,_,0,0,2,0,0,1,9
Gasly,2,39,44,34,36,47,_,1425,1425,_,_,_,_,_
Gasly,3,44,49,39,41,52,_,2850,4275,_,_,_,_,_
Gasly,4,48,53,43,45,56,_,4750,9025,_,_,_,_,_
Gasly,5,53,58,48,50,61,_,9500,18525,_,_,_,_,_
Gasly,6,58,63,53,55,66,_,19000,37525,_,_,_,_,_
Gasly,7,63,68,58,60,71,_,47500,85025,_,_,_,_,_
Gasly,8,67,72,62,64,75,_,95000,180025,_,_,_,_,_
Gasly,9,72,77,67,69,80,_,190000,370025,_,_,_,_,_
Gasly,10,72,77,67,69,80,_,190000,558600,_,_,_,_,_
Gasly,11,72,77,67,69,80,_,190000,745750,_,_,_,_,_
Stroll,1,42,33,37,44,39,_,0,0,2,0,0,2,9
Stroll,2,47,38,42,49,44,_,1575,1575,_,_,_,_,_
Stroll,3,51,42,46,53,48,_,3150,4725,_,_,_,_,_
Stroll,4,56,47,51,58,53,_,5250,9975,_,_,_,_,_
Stroll,5,61,52,56,63,58,_,10500,20475,_,_,_,_,_
Stroll,6,65,56,60,67,62,_,21000,41475,_,_,_,_,_
Stroll,7,70,61,65,72,67,_,52500,93975,_,_,_,_,_
Stroll,8,74,65,69,76,71,_,105000,198975,_,_,_,_,_
Stroll,9,79,70,74,81,76,_,210000,408975,_,_,_,_,_
Stroll,10,79,70,74,81,76,_,210000,617400,_,_,_,_,_
Stroll,11,79,70,74,81,76,_,210000,824250,_,_,_,_,_
Perez,1,35,46,39,41,34,_,0,0,2,0,0,1,9
Perez,2,40,51,44,46,39,_,1575,1575,_,_,_,_,_
Perez,3,44,55,48,50,43,_,3150,4725,_,_,_,_,_
Perez,4,49,60,53,55,48,_,5250,9975,_,_,_,_,_
Perez,5,54,65,58,60,53,_,10500,20475,_,_,_,_,_
Perez,6,58,69,62,64,57,_,21000,41475,_,_,_,_,_
Perez,7,63,74,67,69,62,_,52500,93975,_,_,_,_,_
Perez,8,67,78,71,73,66,_,105000,198975,_,_,_,_,_
Perez,9,72,83,76,78,71,_,210000,408975,_,_,_,_,_
Perez,10,72,83,76,78,71,_,210000,617400,_,_,_,_,_
Perez,11,72,83,76,78,71,_,210000,824250,_,_,_,_,_
Sainz,1,34,35,45,40,41,_,0,0,2,0,0,2,9
Sainz,2,39,40,50,45,46,_,1575,1575,_,_,_,_,_
Sainz,3,43,44,54,49,50,_,3150,4725,_,_,_,_,_
Sainz,4,48,49,59,54,55,_,5250,9975,_,_,_,_,_
Sainz,5,53,54,64,59,60,_,10500,20475,_,_,_,_,_
Sainz,6,57,58,68,63,64,_,21000,41475,_,_,_,_,_
Sainz,7,62,63,73,68,69,_,52500,93975,_,_,_,_,_
Sainz,8,66,67,77,72,73,_,105000,198975,_,_,_,_,_
Sainz,9,71,72,82,77,78,_,210000,408975,_,_,_,_,_
Sainz,10,71,72,82,77,78,_,210000,617400,_,_,_,_,_
Sainz,11,71,72,82,77,78,_,210000,824250,_,_,_,_,_
Russell,1,45,40,41,33,36,_,0,0,2,0,0,1,9
Russell,2,50,45,46,38,41,_,1575,1575,_,_,_,_,_
Russell,3,54,49,50,42,45,_,3150,4725,_,_,_,_,_
Russell,4,59,54,55,47,50,_,5250,9975,_,_,_,_,_
Russell,5,64,59,60,52,55,_,10500,20475,_,_,_,_,_
Russell,6,68,63,64,56,59,_,21000,41475,_,_,_,_,_
Russell,7,73,68,69,61,64,_,52500,93975,_,_,_,_,_
Russell,8,77,72,73,65,68,_,105000,198975,_,_,_,_,_
Russell,9,82,77,78,70,73,_,210000,408975,_,_,_,_,_
Russell,10,82,77,78,70,73,_,210000,617400,_,_,_,_,_
Russell,11,82,77,78,70,73,_,210000,824250,_,_,_,_,_
Alonso,1,49,42,39,47,38,_,0,0,2,0,0,1,9
Alonso,2,54,47,44,52,43,_,1725,1725,_,_,_,_,_
Alonso,3,58,51,48,56,47,_,3450,5175,_,_,_,_,_
Alonso,4,63,56,53,61,52,_,5750,10925,_,_,_,_,_
Alonso,5,68,61,58,66,57,_,11500,22425,_,_,_,_,_
Alonso,6,72,65,62,70,61,_,23000,45425,_,_,_,_,_
Alonso,7,77,70,67,75,66,_,57500,102925,_,_,_,_,_
Alonso,8,81,74,71,79,70,_,115000,217925,_,_,_,_,_
Alonso,9,86,79,76,84,75,_,230000,447925,_,_,_,_,_
Alonso,10,86,79,76,84,75,_,230000,676200,_,_,_,_,_
Alonso,11,86,79,76,84,75,_,230000,902750,_,_,_,_,_
Norris,1,47,36,41,42,49,_,0,0,2,0,0,2,9
Norris,2,52,41,46,47,54,_,1725,1725,_,_,_,_,_
Norris,3,56,45,50,51,58,_,3450,5175,_,_,_,_,_
Norris,4,61,50,55,56,63,_,5750,10925,_,_,_,_,_
Norris,5,66,55,60,61,68,_,11500,22425,_,_,_,_,_
